### UNIX-Timestamp, Date/Time, Discharge(Wh), Charge(Wh), Production(Wh), Consumption(Wh), Feed-in(Wh), From grid(Wh), State of Charge(%)
1579800420,23.01.2020 18:27:00,32.87,0,0.35,23.05,10.17,0,86
1579800480,23.01.2020 18:28:00,42.38,0,0.37,11.63,31.12,0,86
1579800540,23.01.2020 18:29:00,45,0,0.35,4.2,41.15,0,84
1579800600,23.01.2020 18:30:00,45.22,0,0.35,4.38,41.19,0,84
1579800780,23.01.2020 18:33:00,76.6,0,1.1,79.65,0,1.95,83
1579800840,23.01.2020 18:34:00,15.92,0,0.35,15.2,1.07,0,83
1579800900,23.01.2020 18:35:00,15.58,0,0.35,19.12,0,3.19,83
1579801140,23.01.2020 18:39:00,26.87,0,1.4,21.13,7.14,0,83
1579801380,23.01.2020 18:43:00,27.13,0,1.4,21.27,7.26,0,83
1579801440,23.01.2020 18:44:00,7.08,0,0.37,5.28,2.17,0,82
1579801800,23.01.2020 18:50:00,6.75,0,0.35,6.08,1.02,0,82
1579802160,23.01.2020 18:56:00,7.13,0,0.35,7.92,0,0.44,82
1579802340,23.01.2020 18:59:00,20.5,0,1.05,20,1.55,0,81
1579802400,23.01.2020 19:00:00,6.88,0,0.35,6.67,0.56,0,81
1579802460,23.01.2020 19:01:00,7.38,0,0.35,6.65,1.08,0,81
1579802520,23.01.2020 19:02:00,7.38,0,0.37,6.63,1.12,0,81
1579802760,23.01.2020 19:06:00,28.8,0,1.4,25.4,4.8,0,81
1579802820,23.01.2020 19:07:00,7.13,0,0.35,6.32,1.16,0,81
1579802940,23.01.2020 19:09:00,13.6,0,0.73,12.67,1.66,0,81
1579803060,23.01.2020 19:11:00,13.5,0,0.7,13,1.2,0,80
1579803120,23.01.2020 19:12:00,6.67,0,0.35,6.48,0.54,0,80
1579803240,23.01.2020 19:14:00,13.33,0,0.7,11.93,2.1,0,80
1579803660,23.01.2020 19:21:00,14.17,0,0.7,10.53,4.34,0,80
1579803900,23.01.2020 19:25:00,29.33,0,1.4,22.07,8.66,0,78
1579803960,23.01.2020 19:26:00,7.33,0,0.35,7.32,0.36,0,78
1579804080,23.01.2020 19:28:00,16.17,0,0.7,18.93,0,2.06,78
1579804140,23.01.2020 19:29:00,6.8,0,0.35,8.25,0,1.1,78
1579804380,23.01.2020 19:33:00,29.8,0,1.4,29.53,1.67,0,78
1579804440,23.01.2020 19:34:00,8,0,0.35,7.42,0.93,0,78
1579804920,23.01.2020 19:42:00,15.77,0,0.7,15.83,0.64,0,77
1579804980,23.01.2020 19:43:00,7.17,0,0.35,8.3,0,0.78,77
1579805220,23.01.2020 19:47:00,30,0,1.4,31.6,0,0.2,77
1579805340,23.01.2020 19:49:00,14.73,0,0.7,15.73,0,0.3,77
1579805460,23.01.2020 19:51:00,15.17,0,0.7,15.77,0.1,0,76
1579805580,23.01.2020 19:53:00,15.77,0,0.7,15.8,0.67,0,76
1579805640,23.01.2020 19:54:00,7,0,0.35,7.93,0,0.58,76
1579805820,23.01.2020 19:57:00,20,0,1.05,23.6,0,2.55,76
1579805880,23.01.2020 19:58:00,6.92,0,0.35,7.88,0,0.61,76
1579806240,23.01.2020 20:04:00,6.88,0,0.35,7.8,0,0.57,75
1579806600,23.01.2020 20:10:00,6.78,0,0.37,6.65,0.5,0,75
1579806660,23.01.2020 20:11:00,6.67,0,0.35,6.62,0.4,0,75
1579806780,23.01.2020 20:13:00,14,0,0.73,13.37,1.36,0,75
1579807140,23.01.2020 20:19:00,6.67,0,0.35,6.65,0.37,0,73
1579807500,23.01.2020 20:25:00,8.53,0,0.35,6.32,2.56,0,73
1579807620,23.01.2020 20:27:00,13.33,0,0.7,9.8,4.23,0,73
1579807680,23.01.2020 20:28:00,6.78,0,0.33,4.85,2.26,0,73
1579807740,23.01.2020 20:29:00,6.83,0,0.35,4.73,2.45,0,73
1579807860,23.01.2020 20:31:00,16,0,0.7,8.07,8.63,0,73
1579807920,23.01.2020 20:32:00,9.87,0,0.35,4.07,6.15,0,72
1579808160,23.01.2020 20:36:00,40,0,1.4,18.6,22.8,0,72
1579808220,23.01.2020 20:37:00,7.72,0,0.35,4.92,3.15,0,72
1579808340,23.01.2020 20:39:00,16.07,0,0.7,14.47,2.3,0,72
1579808400,23.01.2020 20:40:00,7.53,0,0.35,7.48,0.4,0,72
1579808460,23.01.2020 20:41:00,6.88,0,0.35,6.47,0.76,0,72
1579808520,23.01.2020 20:42:00,6.67,0,0.35,7.45,0,0.43,72
1579808640,23.01.2020 20:44:00,13.33,0,0.73,15.93,0,1.87,72
1579808820,23.01.2020 20:47:00,20,0,1.05,19.6,1.45,0,71
1579808880,23.01.2020 20:48:00,6.7,0,0.35,6.53,0.52,0,71
1579808940,23.01.2020 20:49:00,6.7,0,0.35,6.35,0.7,0,71
1579809360,23.01.2020 20:56:00,6.7,0,0.35,8.6,0,1.55,71
1579809720,23.01.2020 21:02:00,6.67,0,0.35,6.3,0.72,0,70
1579810140,23.01.2020 21:09:00,6.58,0,0.33,6.2,0.71,0,70
1579810500,23.01.2020 21:15:00,6.75,0,0.35,4.3,2.8,0,70
1579810560,23.01.2020 21:16:00,6.72,0,0.35,4.28,2.79,0,69
1579810620,23.01.2020 21:17:00,6.67,0,0.35,4.27,2.75,0,69
1579810740,23.01.2020 21:19:00,13.33,0,0.7,8.73,5.3,0,69
1579810800,23.01.2020 21:20:00,6.67,0,0.35,4.48,2.54,0,69
1579810860,23.01.2020 21:21:00,6.67,0,0.35,4.05,2.97,0,69
1579811100,23.01.2020 21:25:00,0,0,1.4,13.47,0,12.07,69
1579811160,23.01.2020 21:26:00,4.45,0,0.35,3.33,1.47,0,69
1579811580,23.01.2020 21:33:00,6.72,0,0.35,5.4,1.67,0,69
1579811820,23.01.2020 21:37:00,26.67,0,1.4,20.67,7.4,0,67
1579811880,23.01.2020 21:38:00,6.75,0,0.37,5.18,1.94,0,67
1579812060,23.01.2020 21:41:00,59,0,1,58,2,0,67
1579812120,23.01.2020 21:42:00,19.62,0,0.35,19.53,0.44,0,67
1579812180,23.01.2020 21:43:00,20.22,0,0.35,19.22,1.35,0,67
1579812240,23.01.2020 21:44:00,20.22,0,0.37,19.25,1.34,0,66
1579812300,23.01.2020 21:45:00,19.95,0,0.37,19.2,1.12,0,66
1579812480,23.01.2020 21:48:00,48.25,0,1.1,57.05,0,7.7,66
1579812540,23.01.2020 21:49:00,15.47,0,0.37,18.95,0,3.11,66
1579812720,23.01.2020 21:52:00,45,0,1.1,47.75,0,1.65,65
1579812780,23.01.2020 21:53:00,8.17,0,0.37,3.12,5.42,0,65
1579812960,23.01.2020 21:56:00,0,0,1.05,7.6,0,6.55,65
1579813020,23.01.2020 21:57:00,0.63,0,0.35,17.48,0,16.5,65
1579813260,23.01.2020 22:01:00,0,0,1.33,11,0,9.67,65
1579813320,23.01.2020 22:02:00,0,0,0.35,2.4,0,2.05,65
1579813380,23.01.2020 22:03:00,0,0,0.35,2.85,0,2.5,65
1579813440,23.01.2020 22:04:00,10.95,0,0.37,15.57,0,4.25,65
1579813500,23.01.2020 22:05:00,15.88,0,0.37,17.62,0,1.37,65
1579813560,23.01.2020 22:06:00,15.87,0,0.37,17.6,0,1.36,65
1579813620,23.01.2020 22:07:00,15.03,0,0.35,17.55,0,2.17,64
1579813740,23.01.2020 22:09:00,30,0,0.73,35.03,0,4.3,64
1579814280,23.01.2020 22:18:00,15,0,0.37,16.33,0,0.96,63
1579814340,23.01.2020 22:19:00,15,0,0.37,16.28,0,0.91,63
1579814400,23.01.2020 22:20:00,15,0,0.37,16.27,0,0.9,63
1579814580,23.01.2020 22:23:00,0,0,1.05,6.95,0,5.9,63
1579814940,23.01.2020 22:29:00,0,0,0.35,2.43,0,2.08,63
1579815120,23.01.2020 22:32:00,0,0,1.05,7.35,0,6.3,63
1579815180,23.01.2020 22:33:00,0,0,0.35,2.43,0,2.08,63
1579815360,23.01.2020 22:36:00,0,0,1.05,6.95,0,5.9,63
1579815420,23.01.2020 22:37:00,0,0,0.35,2.32,0,1.97,63
1579815480,23.01.2020 22:38:00,0,0,0.35,2.32,0,1.97,63
1579815660,23.01.2020 22:41:00,0,0,1.05,6.9,0,5.85,63
1579815720,23.01.2020 22:42:00,0,0,0.37,2.32,0,1.95,63
1579815840,23.01.2020 22:44:00,0,0,0.7,2.47,0,1.77,63
1579815900,23.01.2020 22:45:00,0,0,0.35,1.25,0,0.9,63
1579816080,23.01.2020 22:48:00,0,0,1.05,3.8,0,2.75,63
1579816140,23.01.2020 22:49:00,0,0,0.35,1.22,0,0.87,63
1579816200,23.01.2020 22:50:00,0,0,0.37,1.22,0,0.85,63
1579816560,23.01.2020 22:56:00,0,0,0.37,1.23,0,0.86,63
1579816800,23.01.2020 23:00:00,0,0,1.4,4.87,0,3.47,63
1579817040,23.01.2020 23:04:00,0,0,1.4,4.67,0,3.27,63
1579817160,23.01.2020 23:06:00,0,0,0.73,2.37,0,1.64,63
1579817220,23.01.2020 23:07:00,0,0,0.35,1.17,0,0.82,63
1579817340,23.01.2020 23:09:00,0,0,0.73,2.33,0,1.6,63
1579817880,23.01.2020 23:18:00,0,0,1.4,9,0,7.6,63
1579817940,23.01.2020 23:19:00,0,0,0.37,2.28,0,1.91,63
1579818060,23.01.2020 23:21:00,0,0,0.73,4.57,0,3.84,63
1579818120,23.01.2020 23:22:00,0,0,0.35,2.28,0,1.93,63
1579818180,23.01.2020 23:23:00,0,0,0.37,2.28,0,1.91,63
1579818240,23.01.2020 23:24:00,0,0,0.37,2.28,0,1.91,63
1579818300,23.01.2020 23:25:00,0,0,0.35,2.25,0,1.9,63
1579818360,23.01.2020 23:26:00,0,0,0.37,2.22,0,1.85,63
1579818480,23.01.2020 23:28:00,0,0,0.7,4.33,0,3.63,63
1579818540,23.01.2020 23:29:00,0,0,0.35,2.17,0,1.82,63
1579818600,23.01.2020 23:30:00,0,0,0.33,2.15,0,1.82,63
1579818960,23.01.2020 23:36:00,0,0,0.35,1.08,0,0.73,63
1579819020,23.01.2020 23:37:00,0,0,0.35,1.08,0,0.73,63
1579819200,23.01.2020 23:40:00,0,0,1.05,3.35,0,2.3,63
1579819260,23.01.2020 23:41:00,0,0,0.37,1.12,0,0.75,63
1579819620,23.01.2020 23:47:00,0,0,0.35,1.12,0,0.77,63
1579819800,23.01.2020 23:50:00,0,0,1.05,3.3,0,2.25,63
1579819860,23.01.2020 23:51:00,0,0,0.35,1.08,0,0.73,63
1579819920,23.01.2020 23:52:00,0,0,0.35,1.08,0,0.73,63
1579819980,23.01.2020 23:53:00,0,0,0.35,1.12,0,0.77,63
1579820340,23.01.2020 23:59:00,0,0,0.35,1.08,0,0.73,63
1579820520,24.01.2020 00:02:00,0,0,1.05,3.6,0,2.55,63
1579820640,24.01.2020 00:04:00,0,0,0.73,3.87,0,3.14,63
1579820700,24.01.2020 00:05:00,0,0,0.35,2.12,0,1.77,63
1579820760,24.01.2020 00:06:00,0,0,0.37,1.9,0,1.53,63
1579820820,24.01.2020 00:07:00,0,0,0.37,2.3,0,1.93,63
1579820880,24.01.2020 00:08:00,0,0,0.37,2.27,0,1.9,63
1579820940,24.01.2020 00:09:00,0,0,0.37,2.25,0,1.88,63
1579821060,24.01.2020 00:11:00,0,0,0.73,4.53,0,3.8,63
1579822980,24.01.2020 00:43:00,0,0,0.73,2.2,0,1.47,63
1579823040,24.01.2020 00:44:00,0,0,0.37,1.1,0,0.73,63
1579823100,24.01.2020 00:45:00,0,0,0.37,1.07,0,0.7,63
1579823160,24.01.2020 00:46:00,0,0,0.37,1.1,0,0.73,63
1579823220,24.01.2020 00:47:00,0,0,0.37,1.08,0,0.71,63
1579823340,24.01.2020 00:49:00,0,0,0.73,2.13,0,1.4,63
1579823400,24.01.2020 00:50:00,0,0,0.35,1.08,0,0.73,63
1579823520,24.01.2020 00:52:00,0,0,0.73,2.2,0,1.47,63
1579823580,24.01.2020 00:53:00,0,0,0.37,1.33,0,0.96,63
1579823700,24.01.2020 00:55:00,0,0,0.73,3.97,0,3.24,63
1579823760,24.01.2020 00:56:00,0,0,0.37,2.17,0,1.8,63
1579823880,24.01.2020 00:58:00,0,0,0.73,4.5,0,3.77,63
1579823940,24.01.2020 00:59:00,0,0,0.37,2.23,0,1.86,63
1579824060,24.01.2020 01:01:00,0,0,0.73,4.53,0,3.8,63
1579824120,24.01.2020 01:02:00,0,0,0.37,2.27,0,1.9,63
1579824240,24.01.2020 01:04:00,0,0,0.7,4.53,0,3.83,63
1579824300,24.01.2020 01:05:00,0,0,0.37,2.23,0,1.86,63
1579824420,24.01.2020 01:07:00,0,0,0.73,4.33,0,3.6,63
1579824480,24.01.2020 01:08:00,0,0,0.37,2.2,0,1.83,63
1579824600,24.01.2020 01:10:00,0,0,0.73,4.3,0,3.57,63
1579824660,24.01.2020 01:11:00,0,0,0.37,2.15,0,1.78,63
1579825020,24.01.2020 01:17:00,0,0,0.35,1.07,0,0.72,63
1579825200,24.01.2020 01:20:00,0,0,1.1,3.2,0,2.1,63
1579825260,24.01.2020 01:21:00,0,0,0.37,1.1,0,0.73,63
1579825440,24.01.2020 01:24:00,0,0,1.1,3.25,0,2.15,63
1579825500,24.01.2020 01:25:00,0,0,0.37,1.07,0,0.7,63
1579825680,24.01.2020 01:28:00,0,0,1.1,3.25,0,2.15,63
1579826160,24.01.2020 01:36:00,0,0,0.73,2.17,0,1.44,63
1579826340,24.01.2020 01:39:00,0,0,1.1,3.15,0,2.05,63
1579826400,24.01.2020 01:40:00,0,0,0.37,1.08,0,0.71,63
1579826520,24.01.2020 01:42:00,0,0,0.73,2.23,0,1.5,63
1579826640,24.01.2020 01:44:00,0,0,0.73,3.57,0,2.84,63
1579826880,24.01.2020 01:48:00,0,0,1.53,9,0,7.47,63
1579827000,24.01.2020 01:50:00,0,0,0.73,4.5,0,3.77,63
1579827240,24.01.2020 01:54:00,0,0,1.47,9,0,7.53,63
1579827360,24.01.2020 01:56:00,0,0,0.73,4.37,0,3.64,63
1579827600,24.01.2020 02:00:00,0,0,1.47,8.6,0,7.13,63
1579827720,24.01.2020 02:02:00,0,0,0.73,4.23,0,3.5,63
1579827840,24.01.2020 02:04:00,0,0,0.73,2.27,0,1.54,63
1579827960,24.01.2020 02:06:00,0,0,0.73,2.17,0,1.44,63
1579828140,24.01.2020 02:09:00,0,0,1.1,3.2,0,2.1,63
1579828260,24.01.2020 02:11:00,0,0,0.73,2.2,0,1.47,63
1579828620,24.01.2020 02:17:00,0,0,0.37,1.08,0,0.71,63
1579828680,24.01.2020 02:18:00,0,0,0.37,1.08,0,0.71,63
1579829040,24.01.2020 02:24:00,0,0,0.37,1.08,0,0.71,63
1579829280,24.01.2020 02:28:00,0,0,1.47,4.33,0,2.86,63
1579829340,24.01.2020 02:29:00,0,0,0.37,1.08,0,0.71,63
1579829700,24.01.2020 02:35:00,0,0,0.37,1.98,0,1.61,63
1579829820,24.01.2020 02:37:00,0,0,0.73,4.37,0,3.64,63
1579829880,24.01.2020 02:38:00,0,0,0.37,2.23,0,1.86,63
1579830060,24.01.2020 02:41:00,0,0,1.1,6.7,0,5.6,63
1579830120,24.01.2020 02:42:00,0,0,0.37,2.25,0,1.88,63
1579830240,24.01.2020 02:44:00,0,0,0.7,4.4,0,3.7,63
1579830300,24.01.2020 02:45:00,0,0,0.37,2.2,0,1.83,63
1579830420,24.01.2020 02:47:00,0,0,0.73,4.33,0,3.6,63
1579830480,24.01.2020 02:48:00,0,0,0.35,2.15,0,1.8,63
1579830600,24.01.2020 02:50:00,0,0,0.73,4.27,0,3.54,63
1579830660,24.01.2020 02:51:00,0,0,0.37,2.12,0,1.75,63
1579830780,24.01.2020 02:53:00,0,0,0.7,3.33,0,2.63,63
1579830840,24.01.2020 02:54:00,0,0,0.37,1.1,0,0.73,63
1579830960,24.01.2020 02:56:00,0,0,0.73,2.17,0,1.44,61
1579831140,24.01.2020 02:59:00,0,0,1.1,3.2,0,2.1,61
1579831260,24.01.2020 03:01:00,0,0,0.73,2.13,0,1.4,61
1579831380,24.01.2020 03:03:00,0,0,0.73,2.17,0,1.44,61
1579831500,24.01.2020 03:05:00,0,0,0.73,2.13,0,1.4,61
1579831680,24.01.2020 03:08:00,0,0,1.1,3.3,0,2.2,61
1579831800,24.01.2020 03:10:00,0,0,0.73,2.17,0,1.44,61
1579831980,24.01.2020 03:13:00,0,0,1.1,3.25,0,2.15,61
1579832040,24.01.2020 03:14:00,0,0,0.35,1.08,0,0.73,61
1579832100,24.01.2020 03:15:00,0,0,0.37,1.08,0,0.71,61
1579832220,24.01.2020 03:17:00,0,0,0.73,2.17,0,1.44,61
1579832280,24.01.2020 03:18:00,0,0,0.37,1.05,0,0.68,61
1579832400,24.01.2020 03:20:00,0,0,0.73,2.13,0,1.4,61
1579832460,24.01.2020 03:21:00,0,0,0.37,1.07,0,0.7,61
1579832580,24.01.2020 03:23:00,0,0,0.73,2.8,0,2.07,61
1579832640,24.01.2020 03:24:00,0,0,0.37,1.83,0,1.46,61
1579832760,24.01.2020 03:26:00,0,0,0.7,4.2,0,3.5,61
1579832820,24.01.2020 03:27:00,0,0,0.35,2.18,0,1.83,61
1579833000,24.01.2020 03:30:00,0,0,1.05,6.65,0,5.6,61
1579833060,24.01.2020 03:31:00,0,0,0.37,2.2,0,1.83,61
1579833180,24.01.2020 03:33:00,0,0,0.73,4.4,0,3.67,61
1579833240,24.01.2020 03:34:00,0,0,0.37,2.18,0,1.81,61
1579833360,24.01.2020 03:36:00,0,0,0.73,4.27,0,3.54,61
1579833420,24.01.2020 03:37:00,0,0,0.37,2.15,0,1.78,61
1579833660,24.01.2020 03:41:00,0,0,1.47,8.4,0,6.93,61
1579833720,24.01.2020 03:42:00,0,0,0.32,1.8,0,1.48,61
1579833900,24.01.2020 03:45:00,0,0,1.05,3.2,0,2.15,61
1579833960,24.01.2020 03:46:00,0,0,0.37,1.08,0,0.71,61
1579834320,24.01.2020 03:52:00,0,0,0.37,1.08,0,0.71,61
1579834500,24.01.2020 03:55:00,0,0,1.1,3.2,0,2.1,61
1579834560,24.01.2020 03:56:00,0,0,0.37,1.08,0,0.71,61
1579834740,24.01.2020 03:59:00,0,0,1.1,3.3,0,2.2,61
1579834800,24.01.2020 04:00:00,0,0,0.37,1.07,0,0.7,61
1579835220,24.01.2020 04:07:00,0,0,0.35,1.07,0,0.72,61
1579835460,24.01.2020 04:11:00,0,0,1.47,4.27,0,2.8,61
1579835520,24.01.2020 04:12:00,0,0,0.37,1.12,0,0.75,61
1579835940,24.01.2020 04:19:00,0,0,0.37,2.2,0,1.83,61
1579836120,24.01.2020 04:22:00,0,0,1.1,6.6,0,5.5,61
1579836180,24.01.2020 04:23:00,0,0,0.35,2.18,0,1.83,61
1579836300,24.01.2020 04:25:00,0,0,0.7,4.3,0,3.6,61
1579836360,24.01.2020 04:26:00,0,0,0.35,2.13,0,1.78,61
1579836480,24.01.2020 04:28:00,0,0,0.7,4.23,0,3.53,61
1579836540,24.01.2020 04:29:00,0,0,0.37,2.12,0,1.75,61
1579836720,24.01.2020 04:32:00,0,0,1.1,5.7,0,4.6,61
1579836780,24.01.2020 04:33:00,0,0,0.37,1.12,0,0.75,61
1579836960,24.01.2020 04:36:00,0,0,1.05,3.2,0,2.15,61
1579837020,24.01.2020 04:37:00,0,0,0.35,1.07,0,0.72,61
1579837260,24.01.2020 04:41:00,0,0,1.4,4.27,0,2.87,61
1579837320,24.01.2020 04:42:00,0,0,0.35,1.07,0,0.72,61
1579837740,24.01.2020 04:49:00,0,0,0.35,1.07,0,0.72,61
1579838220,24.01.2020 04:57:00,0,0,1.05,3.25,0,2.2,61
1579838340,24.01.2020 04:59:00,0,0,0.7,2.17,0,1.47,61
1579838460,24.01.2020 05:01:00,0,0,0.7,2.17,0,1.47,61
1579838580,24.01.2020 05:03:00,0,0,0.7,3.33,0,2.63,61
1579838640,24.01.2020 05:04:00,0,0,0.35,1.87,0,1.52,61
1579838760,24.01.2020 05:06:00,0,0,0.7,4.33,0,3.63,61
1579838820,24.01.2020 05:07:00,0,0,0.35,2.15,0,1.8,61
1579838940,24.01.2020 05:09:00,0,0,0.73,4.4,0,3.67,61
1579839120,24.01.2020 05:12:00,0,0,1.05,6.6,0,5.55,61
1579839240,24.01.2020 05:14:00,0,0,0.7,4.27,0,3.57,61
1579839300,24.01.2020 05:15:00,0,0,0.35,2.13,0,1.78,61
1579839420,24.01.2020 05:17:00,0,0,0.7,4.27,0,3.57,61
1579839480,24.01.2020 05:18:00,0,0,0.37,2.12,0,1.75,61
1579839600,24.01.2020 05:20:00,0,0,0.7,4.2,0,3.5,61
1579839660,24.01.2020 05:21:00,0,0,0.35,2.12,0,1.77,61
1579839780,24.01.2020 05:23:00,0,0,0.7,2.17,0,1.47,61
1579840020,24.01.2020 05:27:00,0,0,1.4,4.33,0,2.93,61
1579840080,24.01.2020 05:28:00,0,0,0.35,1.07,0,0.72,61
1579840140,24.01.2020 05:29:00,0,0,0.35,1.08,0,0.73,61
1579840260,24.01.2020 05:31:00,0,0,0.7,2.13,0,1.43,61
1579840320,24.01.2020 05:32:00,0,0,0.35,1.07,0,0.72,61
1579840440,24.01.2020 05:34:00,0,0,0.7,2.17,0,1.47,61
1579840500,24.01.2020 05:35:00,0,0,0.35,1.07,0,0.72,61
1579840680,24.01.2020 05:38:00,0,0,1.05,3.25,0,2.2,61
1579840740,24.01.2020 05:39:00,0,0,0.35,1.08,0,0.73,61
1579840800,24.01.2020 05:40:00,0,0,0.35,1.07,0,0.72,61
1579840860,24.01.2020 05:41:00,0,0,0.35,1.07,0,0.72,61
1579841040,24.01.2020 05:44:00,0,0,1.05,3.2,0,2.15,61
1579841160,24.01.2020 05:46:00,0,0,0.7,5.07,0,4.37,61
1579841280,24.01.2020 05:48:00,0,0,0.7,25.2,0,24.5,61
1579841340,24.01.2020 05:49:00,0,0,0.37,12.72,0,12.35,61
1579841400,24.01.2020 05:50:00,0,0,0.37,12.68,0,12.31,61
1579841520,24.01.2020 05:52:00,0,0,0.73,25.3,0,24.57,61
1579841580,24.01.2020 05:53:00,0,0,0.35,12.63,0,12.28,61
1579841700,24.01.2020 05:55:00,0,0,0.7,25.17,0,24.47,61
1579841760,24.01.2020 05:56:00,0,0,0.35,12.6,0,12.25,61
1579841880,24.01.2020 05:58:00,0,0,0.7,26.67,0,25.97,61
1579841940,24.01.2020 05:59:00,0,0,0.35,13.5,0,13.15,61
1579842000,24.01.2020 06:00:00,0,0,0.35,13.65,0,13.3,61
1579842240,24.01.2020 06:04:00,0,0,1.47,54.8,0,53.33,61
1579842360,24.01.2020 06:06:00,0,0,0.7,27.4,0,26.7,61
1579842540,24.01.2020 06:09:00,0,0,1.1,40.9,0,39.8,61
1579842720,24.01.2020 06:12:00,0,0,1.05,40.95,0,39.9,61
1579842780,24.01.2020 06:13:00,0,0,0.35,13.63,0,13.28,61
1579842960,24.01.2020 06:16:00,0,0,1.1,37.75,0,36.65,61
1579843020,24.01.2020 06:17:00,0,0,0.35,12.57,0,12.22,61
1579843380,24.01.2020 06:23:00,0,0,0.35,15.22,0,14.87,61
1579843500,24.01.2020 06:25:00,0,0,0.7,30.6,0,29.9,61
1579843560,24.01.2020 06:26:00,0,0,0.35,15.05,0,14.7,61
1579843680,24.01.2020 06:28:00,0,0,0.7,104.2,0,103.5,61
1579843860,24.01.2020 06:31:00,0,0,1.05,119.4,0,118.35,61
1579843980,24.01.2020 06:33:00,0,0,0.73,27.9,0,27.17,61
1579844040,24.01.2020 06:34:00,0,0,0.33,13.92,0,13.59,61
1579844160,24.01.2020 06:36:00,0,0,0.7,27.87,0,27.17,60
1579844220,24.01.2020 06:37:00,0,0,0.37,13.9,0,13.53,60
1579844340,24.01.2020 06:39:00,0,0,0.73,27.87,0,27.14,60
1579844580,24.01.2020 06:43:00,0,0,1.47,59.4,0,57.93,60
1579844700,24.01.2020 06:45:00,0,0,0.73,29.97,0,29.24,60
1579845120,24.01.2020 06:52:00,0,0,0.7,32.77,0,32.07,60
1579845240,24.01.2020 06:54:00,0,0,0.7,31.1,0,30.4,60
1579845360,24.01.2020 06:56:00,0,0,0.7,14.93,0,14.23,60
1579845480,24.01.2020 06:58:00,0,0,0.7,9.7,0,9,60
1579845600,24.01.2020 07:00:00,0,0,0.7,12.37,0,11.67,60
1579845960,24.01.2020 07:06:00,0,0,0.37,15.35,0,14.98,60
1579846020,24.01.2020 07:07:00,0,0,0.37,15.27,0,14.9,60
1579846380,24.01.2020 07:13:00,0,0,0.42,34.17,0,33.75,60
1579846560,24.01.2020 07:16:00,0,0,1.25,109.05,0,107.8,60
1579846620,24.01.2020 07:17:00,0,0,0.42,60.48,0,60.06,60
1579846800,24.01.2020 07:20:00,0,0,1.35,144.25,0,142.9,60
1579846860,24.01.2020 07:21:00,0,0,0.5,35.15,0,34.65,60
1579847100,24.01.2020 07:25:00,0,0,2,159.6,0,157.6,60
1579847160,24.01.2020 07:26:00,0,0,0.48,40.42,0,39.94,60
1579847760,24.01.2020 07:36:00,0,0,2.07,57.4,0,55.33,60
1579847880,24.01.2020 07:38:00,0,0,0.97,22.5,0,21.53,60
1579847940,24.01.2020 07:39:00,0,0,0.5,29.17,0,28.67,60
1579848000,24.01.2020 07:40:00,0,0,0.5,32.78,0,32.28,60
1579848060,24.01.2020 07:41:00,0,0,0.48,16.72,0,16.24,60
1579848180,24.01.2020 07:43:00,0,0,1.03,29.53,0,28.5,60
1579848360,24.01.2020 07:46:00,0,0,1.75,15.5,0,13.75,60
1579848480,24.01.2020 07:48:00,0,0,1.1,7.67,0,6.57,60
1579848540,24.01.2020 07:49:00,0,0,0.58,3.82,0,3.24,60
1579848660,24.01.2020 07:51:00,0,0,1.2,7.5,0,6.3,60
1579848780,24.01.2020 07:53:00,0,0,1.23,6.2,0,4.97,60
1579848900,24.01.2020 07:55:00,0,0,1.73,54.47,0,52.74,60
1579849140,24.01.2020 07:59:00,0,0,4.87,54,0,49.13,60
1579849260,24.01.2020 08:01:00,0,0,1.97,39.43,0,37.46,60
1579849380,24.01.2020 08:03:00,0,0,1.93,10.67,0,8.74,60
1579849500,24.01.2020 08:05:00,0,0,2.03,7.77,0,5.74,60
1579849560,24.01.2020 08:06:00,0,0,1.07,3.82,0,2.75,60
1579849620,24.01.2020 08:07:00,0,0,1.08,3.77,0,2.69,60
1579849680,24.01.2020 08:08:00,0,0,1.2,3.05,0,1.85,60
1579850040,24.01.2020 08:14:00,0,0,1.4,4.8,0,3.4,60
1579850460,24.01.2020 08:21:00,0,0,2.4,34.57,0,32.17,60
1579850520,24.01.2020 08:22:00,0,0,2.53,32.8,0,30.27,60
1579850580,24.01.2020 08:23:00,0,0,2.25,14.78,0,12.53,60
1579850700,24.01.2020 08:25:00,0,0,4.73,27.77,0,23.04,60
1579850760,24.01.2020 08:26:00,0,0,2.83,12.08,0,9.25,60
1579850880,24.01.2020 08:28:00,0,0,7.1,16.47,0,9.37,60
1579850940,24.01.2020 08:29:00,0,0,3.72,27.17,0,23.45,60
1579851120,24.01.2020 08:32:00,0,0.65,18.3,74.85,0,57.2,60
1579851180,24.01.2020 08:33:00,0,0,5.67,19.83,0,14.16,60
1579851300,24.01.2020 08:35:00,0,1.9,14.13,29.53,0,17.3,60
1579851360,24.01.2020 08:36:00,0,0.47,8.23,9.33,0,1.57,60
1579851480,24.01.2020 08:38:00,0,1.33,14.13,25.5,0,12.7,60
1579851540,24.01.2020 08:39:00,0,0.72,11.67,8.12,2.83,0,60
1579851900,24.01.2020 08:45:00,0,6.2,12.68,3.5,2.98,0,60
1579851960,24.01.2020 08:46:00,0,8.92,14.07,3.3,1.85,0,60
1579852020,24.01.2020 08:47:00,0,3.58,9.08,5.02,0.48,0,60
